"net_name","ei","modularity","smi","rwc","bp","aei"
"hyvinvointi_p2.edgelist_conf_1",-0.878072763028515,0.410212232751194,0.907843807856346,0.661555255020563,0.470777777777778,0.876729601089052
"hyvinvointi_p2.edgelist_conf_2",-0.870517928286853,0.310764908493516,0.93304863478846,0.639491838413018,0.557583774250441,0.864612179760778
"hyvinvointi_p3.edgelist",-0.9408,0.42587904,0.929675787867671,0.810757984339104,0.413588263588264,0.940053715354728
"hyvinvointi_p3.edgelist_conf_1",-0.855583543240974,0.419971786721147,0.846611151269272,0.590982545068515,0.4749636999637,0.855121643610197
"hyvinvointi_p3.edgelist_conf_2",-0.846025104602511,0.419003868979885,0.844131863806918,0.617804697440011,0.445835194615682,0.846143045742571
"ihmisoikeudet_p1.edgelist",-0.81668625146886,0.399737779980972,0.683269048297265,0.677597066496557,0.453352287884851,0.828340311851431
"ihmisoikeudet_p1.edgelist_conf_1",-0.723880597014925,0.359783792480384,0.673490964859378,0.577555795443424,0.425020703044897,0.723479374703587
"ihmisoikeudet_p1.edgelist_conf_2",-0.679802955665025,0.339173481521027,0.707802886504856,0.525389051517151,0.484757417379369,0.68067997134376
"ihmisoikeudet_p2.edgelist",-0.808411214953271,0.350707485369901,0.739898363503249,0.735646283810925,0.420584795504007,0.799534087331525
"ihmisoikeudet_p2.edgelist_conf_1",-0.741078838174274,0.364536423270949,0.76075777232034,0.608492358435348,0.453312172585036,0.740630971757057
"ihmisoikeudet_p2.edgelist_conf_2",-0.737104825291181,0.34753364470198,0.780435932861782,0.566652820242056,0.452068683590423,0.737385000377221
"ihmisoikeudet_p3.edgelist",-0.780420860018298,0.39035231268766,0.871418612251591,0.67970976417608,0.484980644355644,0.787776882687221
"ihmisoikeudet_p3.edgelist_conf_1",-0.781007751937985,0.379837449672496,0.78964912468713,0.666813577637057,0.437197944174688,0.780587852066956
